OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,FIRE_TYPE,IRWINID,MAP_ID,MAP_PROG,ASMNT_TYPE,IG_DATE,PRE_ID,POST_ID,PERIM_ID,DNBR_OFFST,DNBR_STDDV,NODATA_THRESHOLD,GREENNESS_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,COMMENTS,LATITUDE,LONGITUDE,SHAPEAREA,SHAPELEN
21879,1151,AK6175916306020160715,PITMIK RIVER,2016,7,15,Wildfire,955F0335-3572-44CC-BC31-9E86AF038E3E,10007139,MTBS,Extended,20160715,807701720150616,807701720170605,,30,18,-970,-150,70,330,9999,,61.748,-163.07,0.00079113248433388,0.208961861133707
21880,3594,AK6197815755020160714,GEORGE RIVER,2016,7,14,Wildfire,17308434-0E78-45D5-9027-4C16C9E9EF60,10007178,MTBS,Extended,20160714,807501720150618,807301720170711,,-42,16,-970,-150,15,320,610,,61.966,-157.535,0.00248848511999308,0.387613831976096
21881,1139,AK6198615735920160714,SOUTH FORK GEORGE RIVER,2016,7,14,Wildfire,840B9951-668D-4E63-8AFA-BA8B9F1339F4,10007179,MTBS,Extended,20160714,807501720150618,807301720170711,,-41,6,-970,-150,5,290,590,,61.984,-157.348,0.00078919481370757,0.206988752781916
21882,20099,AK6205516117920160603,KUYUKUTUK RIVER,2016,6,3,Wildfire,27E2D641-2ECE-42D3-BCEE-9E3C7573BB95,10007143,MTBS,Extended,20160603,807601720150625,807701720170707,,-53,19,-970,-150,-9999,315,605,,62.06,-161.247,0.0139571561428253,1.64572880810577
21883,5432,AK6213415839320160714,SMITH CREEK,2016,7,14,Wildfire,3489F61D-9075-417B-8792-9AD96A27A94F,10007169,MTBS,Extended,20160714,807501720150805,807501620170927,,35,36,-970,-150,90,295,550,,62.132,-158.345,0.00378095761409105,0.903499358453773
21884,8526,AK6229615889420160714,REINDEER RIVER,2016,7,14,Wildfire,725767E6-6E2E-4698-B9B2-661314CA237B,10007205,MTBS,Extended,20160714,807601620140926,807501620170927,,-11,13,-970,-150,35,330,9999,,62.306,-158.841,0.00596859077416001,0.594416035192388
21885,2866,AK6253214472720160715,YOKNEDA LAKE,2016,7,15,Wildfire,BAE158C3-E47F-4A34-AD5A-87D9EF4B63E4,10007334,MTBS,Extended,20160715,806601620150619,806601620170608,806601620160808,44,10,-970,-150,110,300,670,,62.52,-144.699,0.00202113911835251,0.553543523772157
21886,3443,AK6334015588620160714,FOLGER CREEK,2016,7,14,Wildfire,A66C9395-BBE0-4A94-8F85-8E6796292669,10007217,MTBS,Initial,20160714,807301620150924,807301620160910,,-1,14,-970,-150,75,335,680,,63.34,-155.835,0.00249615634544678,0.530557708672362
21887,1392,AK6393815348420160715,PARADISE FORK,2016,7,15,Wildfire,F1E41656-C7C7-48C5-83AB-BDC03CD4641B,10007227,MTBS,Extended,20160715,807201520150901,807201520170805,,-63,10,-970,-150,-9999,295,555,,63.94,-153.482,0.00103112733514424,0.258964839361559
21888,15955,AK6401314634520160411,DTAW OKLAHOMA IMPACT AREA RX,2016,4,11,Prescribed Fire,5B438C03-5F88-44E2-958D-1EDA614E61CB,10011224,MTBS,Initial,20160411,806801520150516,806701520160511,,12,17,-970,-150,50,320,9999,,63.97,-146.347,0.0118290188312978,1.36809683963036
21889,1180,AK6401315602120160714,CAMP CREEK,2016,7,14,Wildfire,2B832BBB-BBF1-4744-9191-4D60C9C67FCA,10007448,MTBS,Extended,20160714,807301520150620,707301520170703,,-30,17,-970,-150,10,244,500,Burn scar to the E is previous year fire.,64.024,-156.019,0.000876696137813661,0.294565210058748
21890,1100,AK6450114644520160715,MID SALCHA,2016,7,15,Wildfire,89652EA5-C028-44E4-9522-8FB44C8AFE67,10007242,MTBS,Extended,20160715,806801520150617,806901520170613,,-39,11,-970,-150,-9999,300,9999,,64.507,-146.389,0.000831435011384385,0.285458864610208
21891,40949,AK6454015324720160602,BIG MUD,2016,6,2,Wildfire,5A23FDED-F3CA-474F-8B8E-49A3FFF2EC10,10007440,MTBS,Extended,20160602,807201520150613,807201520170704,,-45,15,-970,-150,40,229,450,Burn scar to the N is previous year fire.,64.567,-153.131,0.0310065533472094,1.72409833960487
21892,10900,AK6523215836920160715,HONHOSA RIVER,2016,7,15,Wildfire,46A601CD-FDD0-4196-925D-A4D3304AE0D9,10007263,MTBS,Extended,20160715,807601420160713,807701420170808,,-15,19,-970,-150,50,275,530,,65.242,-158.226,0.0084610629356543,0.985915369776545
21893,2105,AK6531115466720160715,BIG CREEK,2016,7,15,Wildfire,0FA959EB-E55F-40C3-9959-4570D48C2E3C,10007291,MTBS,Extended,20160715,807501420150618,807401420170616,,14,18,-970,-150,25,295,9999,,65.315,-154.656,0.00163957079915567,0.314876419993119
21894,1067,AK6535015458520160626,MELOZITNA,2016,6,26,Wildfire,8A6EF1D0-FB5D-43E7-A5FA-FA8D8FF09A19,10007288,MTBS,Extended,20160626,807501420150618,807401420170616,,18,14,-970,-150,40,290,9999,,65.354,-154.559,0.00083247917900826,0.15927629960775
21895,2697,AK6543315486220160625,DULBI RIVER,2016,6,25,Wildfire,CFD8A3EC-6B6B-4CCE-A5FE-F6AF259BDF9B,10007296,MTBS,Extended,20160625,807501420150618,807401420170702,,-30,15,-970,-150,-9999,300,540,,65.432,-154.85,0.00210943216719698,0.356193805274119
21896,2086,AK6578215273420160630,NETHKAHATI,2016,6,30,Wildfire,21D4BF0F-BA75-41C1-A88D-6C43B9EE6389,10007439,MTBS,Initial,20160630,807401420140811,807201420160818,,58,11,-970,-150,70,380,9999,,65.79,-152.742,0.00165385704610975,0.314241941779903
21897,5802,AK6578415794720160715,HUSLIA RIVER,2016,7,15,Wildfire,7CD3E3D2-52CA-4BED-A2EC-83438816BD75,10007267,MTBS,Extended,20160715,807601420160713,807701420170808,,-60,17,-970,-150,10,255,520,,65.769,-157.911,0.00459731479481536,0.813167911993256
21898,2531,AK6585715772520160715,SOUTH FORK,2016,7,15,Wildfire,56FBA5E7-88E7-4201-83B0-A014A6147BFF,10007289,MTBS,Extended,20160715,807601420160713,807601420170614,,12,23,-970,-150,70,278,520,,65.852,-157.681,0.00201176033559474,0.461714186733169
21899,54730,AK6586915575620160626,DULBI FLATS,2016,6,26,Wildfire,BA776F8F-2A90-4295-B568-5DBB73909148,10007256,MTBS,Extended,20160626,807601420150625,807401420170702,,-28,30,-970,-150,50,281,540,,65.874,-155.582,0.0435194968849227,3.53591819003852
21900,15009,AK6613615574220160626,HIGH CREEK,2016,6,26,Wildfire,C21C0A86-3587-4721-9355-D172852C5BED,10007294,MTBS,Extended,20160626,807501420150618,807601320170614,,-8,12,-970,-150,70,283,530,,66.175,-155.624,0.0120751268691635,1.92028150841754
21901,57621,AK6661815405320160706,HOG,2016,7,6,Wildfire,EBE824FC-CCC6-48A5-B0A6-2A807F5B233F,10007280,MTBS,Extended,20160706,807501320150906,807501320170927,,-24,24,-970,-150,70,335,590,,66.618,-153.724,0.0471932011097938,2.56787683895938
21902,1906,AK6666515312120160627,SIRUK CREEK,2016,6,27,Wildfire,58F057C2-EDCD-4435-B789-8C483886508B,10007265,MTBS,Extended,20160627,807301320150807,807301320170929,,-9,33,-970,-150,65,305,9999,,66.67,-153.07,0.0015650776624032,0.36725098746658
21903,3925,AK6670415092820160712,BONANZA,2016,7,12,Wildfire,A039D1A5-AD61-4CB7-94EC-DF0B32F0C1CD,10007442,MTBS,Extended,20160712,807301320150722,807301320170727,,-50,19,-970,-150,10,180,380,,66.704,-150.865,0.00322626697992634,0.619750699297164
21904,51144,AK6679815396820160626,HOGATZA RIVER,2016,6,26,Wildfire,DDE8B05D-AB05-4937-9AC1-21E5F8E42C05,10007275,MTBS,Extended,20160626,807501320150906,807501320170927,,-8,39,-970,-150,80,340,665,,66.796,-153.627,0.0421947874775945,3.74340489344635
21905,2319,AK6695114644020160630,CHANDALAR RIVER,2016,6,30,Wildfire,20CF0D4F-15B7-4242-8046-4C7C6DEDAC7E,10007443,MTBS,Extended,20160630,806901320140707,706901320170707,,-48,42,-970,-150,10,244,500,,66.957,-146.398,0.00192596696602211,0.399009965735205
21906,3506,AK6695515702720160610,WARREN CREEK,2016,6,10,Wildfire,413ECF9F-0760-49FF-B956-E6DAB5A4F75C,10007298,MTBS,Extended,20160610,807701320130712,807701320170707,,-20,16,-970,-150,50,292,560,,66.962,-156.974,0.00291240361856991,0.381975787946008
21907,31354,AK6705215599120160702,MAUNELUK RIVER 2,2016,7,2,Wildfire,261CAE4F-819A-4EF5-9AA8-F6CF13AB97B8,10007313,MTBS,Extended,20160702,807501320150704,807601320170614,807601320160830,42,12,-970,-150,95,330,650,,67.046,-155.784,0.0261307711320558,2.3999832658411
21908,6228,AK6712715231920160704,BEDROCK CREEK,2016,7,4,Wildfire,4ABA5D83-669F-41FF-9D5B-E6D2EF844A32,10007253,MTBS,Extended,20160704,807301320150706,807301320170711,,-21,13,-970,-150,30,305,585,,67.129,-152.238,0.00520908589031835,0.787453273149946
21909,5729,AK6713915562420160702,MAUNELUK RIVER,2016,7,2,Wildfire,C29B431C-5416-4C18-944D-0079480FE8E3,10007312,MTBS,Extended,20160702,807501320150704,807601320170614,807601320160830,49,30,-970,-150,95,315,635,,67.139,-155.622,0.00479297255868337,0.847998538875131
21910,34707,AK6715415315120160626,INIAKUK LAKE,2016,6,26,Wildfire,BC364665-2CB8-4463-AFEA-559E2BBA24D4,10007248,MTBS,Extended,20160626,807301320150706,807301320170711,,-49,23,-970,-150,25,320,575,,67.136,-152.883,0.0290432335760472,3.57240484548299
21911,1568,AK6720615492320160703,REED RIVER,2016,7,3,Wildfire,FB0AA937-16F4-4624-9780-223BC49F5350,10007441,MTBS,Extended,20160703,807501320150704,807401320170702,,-48,17,-970,-150,10,223,460,,67.21,-154.912,0.00131580931661736,0.392253231249942
21912,1355,AL3101008683020160219,UNNAMED,2016,2,19,Prescribed Fire,,10006936,MTBS,Initial,20160219,802003920150124,802003920160228,,62,25,-970,-150,95,325,570,,31.009,-86.829,0.000518223879799063,0.115877650848121
21913,1985,AL3106008675020160112,UNNAMED,2016,1,12,Prescribed Fire,,10006896,MTBS,Initial,20160112,802003820150124,802003820160228,,35,17,-970,-150,90,380,9999,,31.057,-86.752,0.000759165263574361,0.181203233136833
21914,1818,AL3108008676020160229,UNNAMED,2016,2,29,Prescribed Fire,,10006904,MTBS,Initial (SS),20160229,,802003820160315,,-9999,-9999,9999,9999,330,-9999,-9999,,31.09,-86.757,0.000695604757034612,0.197912524174789
21915,2256,AL3109008663020160226,UNNAMED,2016,2,26,Prescribed Fire,,10006899,MTBS,Initial,20160226,802003820150124,802003820160228,,37,19,-970,-150,75,315,9999,,31.089,-86.631,0.000863298996579679,0.206199554806361
21916,2641,AL3109008674020160120,UNNAMED,2016,1,20,Prescribed Fire,,10006897,MTBS,Initial,20160120,802003820150124,802003820160228,,54,19,-970,-150,90,380,9999,,31.091,-86.746,0.00101046929065225,0.226804765004781
21917,1268,AL3110008660020160220,UNNAMED,2016,2,20,Prescribed Fire,,10006898,MTBS,Initial,20160220,802003820150124,802003820160228,,25,19,-970,-150,75,325,9999,,31.103,-86.606,0.000485420471951327,0.124006118783085
21918,793,AL3111008672020160526,UNNAMED,2016,5,26,Prescribed Fire,,10006920,MTBS,Initial,20160526,802003820150430,802003820160603,,9,-20,-970,-150,20,320,9999,,31.126,-86.708,0.000303463248755036,0.0893329606968099
21919,560,AL3114008654020160609,UNNAMED,2016,6,9,Prescribed Fire,,10006947,MTBS,Initial,20160609,802003820150719,802003820160806,,-37,20,-970,-150,30,9999,9999,,31.122,-86.525,0.000214653772943424,0.0850957327852706
21920,1803,AL3276008699020160307,UNNAMED,2016,3,7,Prescribed Fire,,10006286,MTBS,Initial,20160307,802003720160212,802003720160315,,13,18,-970,-150,50,325,9999,,32.755,-86.991,0.000702219345621102,0.133329194906564
21921,1202,AL3286008741020160303,UNNAMED,2016,3,3,Prescribed Fire,,26857,MTBS,Initial,20160303,802103720140213,802103720160306,,80,22,-970,-150,110,9999,9999,,32.866,-87.406,0.000468678420516383,0.128593514650035
21922,785,AL3289008740020160219,UNNAMED,2016,2,19,Prescribed Fire,,26854,MTBS,Initial,20160219,802103720140213,802103720160306,,57,15,-970,-150,120,9999,9999,,32.879,-87.414,0.000306416068392196,0.098674227146048
21923,603,AL3289008741020160219,UNNAMED,2016,2,19,Prescribed Fire,,26852,MTBS,Initial,20160219,802103720140213,802103720160306,,58,15,-970,-150,110,330,9999,,32.888,-87.411,0.000235247537938471,0.10367728825162
21924,908,AL3290008737020160220,UNNAMED,2016,2,20,Prescribed Fire,,26855,MTBS,Initial,20160220,802103720140213,802103720160306,,57,15,-970,-150,130,365,9999,,32.898,-87.406,0.000354254077365271,0.140208676021653
21925,533,AL3292008745020160317,UNNAMED,2016,3,17,Prescribed Fire,,26873,MTBS,Initial,20160317,802103720160306,802103720160322,,14,20,-970,-150,50,300,9999,,32.921,-87.447,0.000207989790376068,0.125547290066192
21926,1183,AL3296008739020160228,UNNAMED,2016,2,28,Prescribed Fire,,26843,MTBS,Initial,20160228,802103720140213,802103720160306,,59,16,-970,-150,110,340,9999,,32.945,-87.391,0.000461983075028336,0.164607837518286
21927,2583,AL3297008736020160310,UNNAMED,2016,3,10,Prescribed Fire,,26866,MTBS,Initial,20160310,802103720160306,802103720160322,,45,20,-970,-150,50,290,9999,,32.964,-87.346,0.00100818184497887,0.215763924405779
21928,2703,AL3297008742020160308,UNNAMED,2016,3,8,Prescribed Fire,,26863,MTBS,Initial,20160308,802103720160306,802103720160322,,42,19,-970,-150,50,300,9999,,32.968,-87.439,0.00105524301095578,0.21624570917464
21929,682,AL3298008733020160112,UNNAMED,2016,1,12,Prescribed Fire,,26842,MTBS,Initial,20160112,802103720141128,802103720160118,,35,13,-970,-150,50,300,9999,,32.98,-87.332,0.000266342495226355,0.0823843696986625
21930,2016,AL3301008748020160207,UNNAMED,2016,2,7,Prescribed Fire,,26840,MTBS,Initial,20160207,802103720140213,802103720160219,,94,33,-970,-150,50,300,9999,,32.994,-87.474,0.000787389292160512,0.14405251289996
21931,1299,AL3306508706920160206,ALCRR-FY16 0400,2016,2,6,Prescribed Fire,,10006265,MTBS,Initial,20160206,802003720150108,802003720160212,,16,19,-970,-150,40,9999,9999,,33.059,-87.062,0.000507800430027592,0.155957279123653
21932,1043,AL3317108611720161113,HALF WAY,2016,11,12,Wildfire,91ACE9C5-9438-45BB-B2D9-492E83E2972B,10006316,MTBS,Initial,20161112,802003720161110,802003720161126,,40,15,-970,-150,50,9999,9999,,33.171,-86.111,0.000408199650891412,0.119117897411455
21933,2589,AL3319008618020160301,UNNAMED,2016,3,1,Prescribed Fire,,10006278,MTBS,Initial,20160301,802003720160212,802003720160315,,21,12,-970,-150,50,9999,9999,AL3320008618020160301 is a dup,33.187,-86.178,0.00101325757859405,0.228324325025007
21934,630,AL3326608609720161012,POWER HORN,2016,10,12,Wildfire,E9286D2F-5380-4E28-B529-B4202657E19C,10006298,MTBS,Initial,20161012,802003720131118,802003720161126,,-15,17,-970,-150,-20,9999,9999,,33.259,-86.095,0.000246880041126541,0.0992620120165733
21935,1507,AL3328008612020160210,LOST MOTORWAY,2016,2,10,Prescribed Fire,,10006266,MTBS,Initial,20160210,802003720150329,802003720160228,,-57,30,-970,-150,50,9999,9999,,33.282,-86.121,0.000590597762352341,0.150883498186393
21936,1053,AL3337208592120161029,WELCOME HOME 1,2016,10,29,Wildfire,14C75F86-FC73-433D-870C-4CD7625DD4F3,10006305,MTBS,Initial,20161029,802003720161025,802003720161110,,7,15,-970,-150,90,305,9999,,33.377,-85.91,0.000412926089857093,0.130942624150696
21937,957,AL3339608584320160320,CANEY HEAD,2016,3,20,Wildfire,F460CC27-0288-4D0F-9226-01E507305D2F,10006321,MTBS,Initial (SS),20160320,,802003720160416,,-9999,-9999,9999,9999,520,-9999,-9999,,33.391,-85.843,0.000375358226636171,0.114081385927129
21938,1254,AL3346508586820161128,LAKE CHINNABEE,2016,11,28,Wildfire,74974CDF-7B81-4834-B542-BB7172855FBF,10006318,MTBS,Initial,20161128,802003720161126,802003720170214,,90,11,-970,-150,170,9999,9999,,33.473,-85.871,0.00049252163259482,0.132941052773325
21939,2281,AL3349008585020160404,UNNAMED,2016,4,4,Prescribed Fire,,10006290,MTBS,Initial (SS),20160404,,802003720160416,,-9999,-9999,9999,9999,430,-9999,-9999,,33.497,-85.852,0.000895677697595485,0.218264500332588
21940,1468,AL3366008562020160228,UNNAMED,2016,2,28,Prescribed Fire,,10007068,MTBS,Initial,20160228,802003720150329,802003720160315,,-41,27,-970,-150,50,9999,9999,,33.661,-85.62,0.000577748429612716,0.133873991428117
21941,1305,AL3369308590820160925,TANK,2016,9,25,Wildfire,CB441B6E-56BE-4309-BE44-F0DCF63719E5,10006295,MTBS,Initial,20160925,802003720150905,802003720161009,,41,11,-970,-150,90,340,9999,,33.699,-85.907,0.000513815246792819,0.195505642603517
21942,1886,AL3375008559020160408,UNNAMED,2016,4,8,Prescribed Fire,,10007072,MTBS,Initial,20160408,802003720150329,802003720160416,,-87,37,-970,-170,-9999,320,9999,,33.753,-85.584,0.000743095142563953,0.178724718857627
21943,1535,AL3378008553020160114,UNNAMED,2016,1,14,Prescribed Fire,,10007060,MTBS,Initial,20160114,802003720150124,802003720160212,,37,26,-970,-150,95,295,9999,,33.773,-85.538,0.000604743847649322,0.118199697355064
21944,5844,AL3383008552020160214,UNNAMED,2016,2,14,Prescribed Fire,,10007066,MTBS,Initial,20160214,802003720150329,802003720160228,,-19,28,-970,-150,15,370,9999,,33.826,-85.519,0.00230322038217325,0.274076296057733
21945,660,AL3384508701120161105,CYCLOPS,2016,11,5,Wildfire,24EB41E5-A0A1-4A4C-AE4F-576DF1B70799,26883,MTBS,Initial,20161105,802103720161101,802103720161117,,32,14,-970,-150,60,300,9999,,33.845,-87.033,0.000260218313995362,0.103587943688416
21946,550,AL3421008733020160317,UNNAMED,2016,3,17,Prescribed Fire,,26792,MTBS,Initial,20160317,802103620160306,802103620160322,,24,18,-970,-150,40,300,9999,,34.201,-87.264,0.000217800764560908,0.0850317878023693
21947,2602,AL3422008724020160309,UNNAMED,2016,3,9,Prescribed Fire,,26802,MTBS,Initial,20160309,802103620160306,802103620160322,,11,20,-970,-150,50,290,9999,,34.228,-87.22,0.00103039988633089,0.168704939043377
21948,858,AL3426008747020160210,UNNAMED,2016,2,10,Prescribed Fire,,26797,MTBS,Initial,20160210,802103620160203,802103620160219,,24,14,-970,-150,60,300,9999,,34.274,-87.432,0.000340231803936271,0.0957308486809568
21949,1032,AL3426008747020160307,UNNAMED,2016,3,7,Prescribed Fire,,26801,MTBS,Initial,20160307,802103620160306,802103620160322,,20,31,-970,-150,50,9999,9999,,34.254,-87.432,0.000408744568768446,0.117608328959701
21950,1007,AL3429008727020160322,UNNAMED,2016,3,22,Prescribed Fire,,26808,MTBS,Initial,20160322,802103620160306,802103620160407,,-60,27,-970,-150,-30,9999,9999,,34.286,-87.271,0.00039898868086957,0.126830535990296
21951,790,AL3429008735020160206,UNNAMED,2016,2,6,Prescribed Fire,,26798,MTBS,Initial,20160206,802103620160203,802103620160219,,24,16,-970,-150,50,300,9999,,34.285,-87.35,0.00031305671525287,0.127999954963632
21952,1107,AL3432008727020160213,UNNAMED,2016,2,13,Prescribed Fire,,26800,MTBS,Initial,20160213,802103620140112,802103620160219,,79,11,-970,-150,100,380,9999,,34.316,-87.273,0.000439127257294389,0.113974702144415
21953,641,AL3432008734020160321,UNNAMED,2016,3,21,Prescribed Fire,,26821,MTBS,Initial,20160321,802103620160306,802103620160407,,-79,24,-970,-150,-10,9999,9999,,34.319,-87.337,0.000254198751182357,0.0798965127534191
21954,891,AL3434008729020160316,UNNAMED,2016,3,16,Prescribed Fire,,26816,MTBS,Initial,20160316,802103620160306,802103620160322,,25,12,-970,-150,50,290,9999,,34.34,-87.294,0.000353422239716062,0.100723617245957
21955,757,AL3435008732020160319,UNNAMED,2016,3,19,Prescribed Fire,,26817,MTBS,Initial,20160319,802103620160306,802103620160322,,17,12,-970,-150,50,290,9999,,34.347,-87.327,0.000300312620125705,0.0928560010430152
21956,856,AL3440308561520160410,EDNA HILL COMPLEX FY16,2016,4,10,Prescribed Fire,,10006191,MTBS,Initial,20160410,802003620160315,802003620160416,,-57,20,-970,-150,-10,9999,9999,,34.402,-85.619,0.00033989377025106,0.16001387332377
21957,2106,AR3102509300520160428,UNNAMED,2016,4,28,Unknown,,10006012,MTBS,Initial,20160428,802403920150325,802403920160428,,-91,49,-970,-200,-20,9999,9999,,31.012,-93.003,0.000803671788477316,0.18550276115776
21958,1634,AR3433009334020160304,UNNAMED,2016,3,4,Prescribed Fire,,10005889,MTBS,Initial,20160304,802503620140329,802503620160403,,-38,36,-970,-150,20,9999,9999,,34.416,-93.386,0.000648734831288598,0.207300583863391
21959,1371,AR3439009351020160228,UNNAMED,2016,2,28,Prescribed Fire,,10005878,MTBS,Initial,20160228,802503620140329,802503620160403,,-38,36,-970,-150,-30,9999,9999,,34.428,-93.505,0.000544487299124468,0.178419063517021
21960,2705,AR3463009326020160317,UNNAMED,2016,3,17,Prescribed Fire,,10005904,MTBS,Initial,20160317,802503620140329,802503620160403,,-38,36,-970,-150,10,9999,9999,,34.638,-93.269,0.00107630450229054,0.342574627719334
21961,1021,AR3464009352020160320,UNNAMED,2016,3,20,Prescribed Fire,,10005910,MTBS,Initial,20160320,802503620140329,802503620160403,,-38,36,-970,-150,10,9999,9999,,34.645,-93.515,0.000406350946934641,0.103348135014962
21962,4238,AR3464009390020160326,UNNAMED,2016,3,26,Prescribed Fire,,10005905,MTBS,Initial,20160326,802503620140329,802503620160403,,-38,36,-970,-150,50,9999,9999,,34.648,-93.87,0.00168636941194225,0.367024181062574
21963,1523,AR3465009388020160405,UNNAMED,2016,4,5,Prescribed Fire,,10005907,MTBS,Initial,20160405,802503620140516,802503620160505,,-22,11,-970,-150,50,9999,9999,Burn scars to the E and W are mapped as separate fires.,34.648,-93.879,0.000606121597477763,0.137811631880318
21964,639,AR3472009425020160321,UNNAMED,2016,3,21,Prescribed Fire,,26888,MTBS,Initial,20160321,802603620150323,802603620160325,,30,20,-970,-150,50,9999,9999,,34.718,-94.251,0.000254560372814731,0.074226121500038
21965,1014,AR3474009413020160206,UNNAMED,2016,2,6,Prescribed Fire,,26889,MTBS,Initial,20160206,802503620160130,802603620160206,,6,16,-970,-150,5,9999,9999,,34.742,-94.156,0.000403942192707164,0.216227528470485
21966,2374,AR3474009413020160216,UNNAMED,2016,2,16,Prescribed Fire,,26891,MTBS,Initial,20160216,802603620150323,802603620160325,,-17,18,-970,-150,50,9999,9999,,34.74,-94.148,0.000945800444548385,0.264798890209557
21967,1093,AR3474009428020160213,UNNAMED,2016,2,13,Prescribed Fire,,26887,MTBS,Initial,20160213,802603620160206,802503620160215,,-25,22,-970,-150,10,9999,9999,,34.734,-94.282,0.000435594032745424,0.131746261372572
21968,1563,AR3476009324020160403,UNNAMED,2016,4,3,Prescribed Fire,,10005916,MTBS,Initial,20160403,802503620140516,802503620160505,,-14,12,-970,-150,20,9999,9999,,34.767,-93.245,0.000623153365879572,0.144265406491034
21969,2965,AR3477009319020160326,UNNAMED,2016,3,26,Prescribed Fire,,10005917,MTBS,Initial,20160326,802503620140313,802503620160403,,11,29,-970,-150,50,9999,9999,,34.776,-93.194,0.00118172545188072,0.176767707185396
21970,3752,AR3477009364020160329,UNNAMED,2016,3,29,Prescribed Fire,,10005914,MTBS,Initial,20160329,802503620140329,802503620160403,,-14,30,-970,-150,50,9999,9999,,34.769,-93.638,0.00149512873265345,0.317259676265552
21971,1402,AR3477009374020160306,UNNAMED,2016,3,6,Prescribed Fire,,10005921,MTBS,Initial,20160306,802503620140329,802503620160403,,-21,24,-970,-150,50,9999,9999,,34.774,-93.722,0.000558895352427365,0.12048654117061
21972,1339,AR3477009384020160211,UNNAMED,2016,2,11,Prescribed Fire,,10005920,MTBS,Initial,20160211,802503620140329,802503620160403,,-21,24,-970,-150,30,9999,9999,,34.773,-93.837,0.00053371205983503,0.134913790667403
21973,1611,AR3478009444020160215,UNNAMED,2016,2,15,Unknown,,10005986,MTBS,Initial,20160215,802503620160130,802503620160215,,15,12,-970,-150,40,9999,9999,,34.779,-94.435,0.000642372742772546,0.104824125558736
